mensaje,etiqueta
👍Tu paquete está retenido. Confirma pago de $29.900 COP en https://www.soporte.com/detalle?t=ihnd8y9rd2,1
Tenemos una oportunidad laboral con pago semanal. Te interesa 👍,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Alerta banco: intento de compra. Confirma en https://secure.banco.org/archivo?t=a7yq4i9brd 🙏 URGENTE,1
¿Viste la promo del supermercado? Hay 70% en algunos productos.,0
Aquí está el link del curso para hoy: https://maps.site/ver?t=hkwd3o0r,0
Alerta banco: intento de compra. Confirma en https://super.info/link?t=cgo0iv6n 👍 Contacto: 341 626 7792.,1
FELICIDADES Paula: bono de 49.900 COP. Reclama en https://www.paqueteria.com/link?t=sd6k46sz,1
Tu paquete está retenido. Confirma pago de $79.900 en https://www.drive.com/promot=gi0fye URGENTE,1
Aquí está el link del curso para esta noche: https://maps.site/curso?t=347dfr9be8,1
"Hola Juan, ¿a qué hora nos vemos mañana para la reunión?",0
"El mensajero dijo que el paquete llega mañana, ojalá sin problema.👍",0
"Hola Camila, por favor confirma si recibiste el mensaje anterior 📦 URGENTE",1
💰Tu paquete está retenido. Confirma pago de $59.000 COP en https://secure.paqueteria.info/linkt=jrgrv10s9 URGENTE,1
🔥Tu paquete está retenido. Confirma pago de 399.000 COP en https://m.empleo.co/invitacion?t=9w3py8s9,1
Recuerda que mañana hay clase a las 8:00.,0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
¿Viste la promo del supermercado? Hay 70% en algunos productos.,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 🔥,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. Contacto: 388 207 8170.,1
Crédito preaprobado hasta 399.000 COP. Responde SI para info,1
Alerta banco: intento de compra. Confirma en https://maps.co/archivo?t=6x4cbzb5vz 😊 Contacto: 349 834 3734.,1
Crédito preaprobado hasta 99.000 COP. Responde SI para info ✅,1
"Te envié un enlace, revísalo por favor: https://m.docs.site/archivo?t=sopmy2sd",0
Se aprobó tu solicitud. Envía tu número de documento pa continuar URGENTE,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,1
🎁Has ganado un premio en Cali. Confirma datos en https://secure.docs.co/login?t=d2v3khc Contacto: 364 160 8304. URGENTE,1
Tu beneficio vence hoy. Reclama $59.000 COP en https://www.empleo.com/login?t=2d9oyo5lmp,1
📦Has ganado un premio en Cali. Confirma datos en https://www.tienda.org/login?t=gyffoba URGENTE,1
🎁Tu paquete está retenido. Confirma pago de $29.900 en https://maps.co/detalle?t=lw6jraxu9m,1
✅Tu paquete está retenido. Confirma pago de $59.000 en https://www.paqueteria.com/promo?t=fnvbz8zsyu,1
Alerta banco: intento de compra. Confirma en https://promo.info/pedido?t=y0f6fyq5 ⚠️,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa?,1
¿Sigues interesado en la oferta? Quedo atento.,1
"El mensajero dijo que el paquete llega mañana, ojalá sin problema.👍",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
😊Tu paquete está retenido. Confirma pago de $99.000 en https://www.promo.co/archivo?t=c3i69xo0h0,1
"El mensajero dijo que el paquete llega hoy, ojalá sin problema.",0
Último aviso: verifica tu cuenta en https://universidad.info/promo?t=qil2bn2 🎁,1
"Hola Daniel, por favor confirma si recibiste el mensaje anterior 📦",1
Se aprobó tu solicitud. Envía tu número de documento para continuar 🙏,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 💳,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa?,1
"Hola Diana, ¿a qué hora nos vemos el jueves para la reunión?",0
¿Sigues interesado en la oferta? Quedo atento.🙏,0
¿Puedes confirmar tu dirección en Barranquilla para la entrega? URGENTE,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://secure.docs.co/link?t=w3xuocmc😊",0
Tu paquete está retenido. Confirma pago de $99.000 COP en https://m.maps.co/invitacion?t=jw2dxh Contacto: 368 565 3413.,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,1
"Estoy en Cartagena por trabajo, regreso el domingo.",0
Último aviso: verifica tu cuenta en https://m.soporte.co/pedido?t=7cjsjux9 🎁 URGENTE,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://empleo.site/curso?t=sc2xd1o0cg",0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
"Estoy en Pereira por trabajo, regreso el domingo.",0
"Estoy en Manizales por trabajo, regreso el domingo.",0
Te comparto el enlace del drive del proyecto: https://app.docs.site/confirmar?t=1z7pf,0
Recuerda que mañana hay clase a las 8:00.,0
"Hola Juan, a qué hora nos vemos el lunes para la reunión😊",0
💳Oferta exclusiva 70% OFF. Solo hoy: https://tienda.net/pedido?t=yww1myzw,1
"Voy en camino, llego en 15 minutos.",0
Se aprobó tu solicitud. Envía tu número de documento para continuar ⚠️ Contacto: 315 942 7875. URGENTE,1
Alerta banco: intento de compra. Confirma en https://www.maps.net/promo?t=krcnd ✅ Contacto: 302 239 9958.,1
"El mensajero dijo que el paquete llega el jueves, ojalá sin problema.",0
Aquí está el link del curso pa esta noche: https://m.maps.org/confirmar?t=xey6u6apw0,0
"Hola Camila, por favor confirma si recibiste el mensaje anterior 🙏",0
"Hola Sebastián, por favor confirma si recibiste el mensaje anterior ✅",1
Aquí está el link del curso para este fin de semana: https://docs.com/login?t=587ql1😊,0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
😊Oferta exclusiva 40% OFF. Solo hoy: https://meet.org/link?t=ryx9346af Contacto: 338 701 7750.,1
"Hola Ana, por favor confirma si recibiste el mensaje anterior",0
¿Sigues interesado en la oferta? Quedo atento.,0
"Voy en camino, llego en 15 minutos.",0
"Hola Juan, ¿a qué hora nos vemos el miércoles para la reunión?",0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. URGENTE,1
Crédito preaprobado hasta 399.000 COP. Responde SI para info 🎁 Contacto: 307 527 5805.,1
¿Puedes revisar el documento y decirme si está listo para enviar? (ref 1702),0
"Aprovecha 20% de descuento, si te interesa te paso detalles.",0
Crédito preaprobado hasta $79.900. Responde SI pa info 🙏,1
⚠️Has ganado un premio en Cartagena. Confirma datos en https://m.maps.site/ver?t=34ru8p,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.universidad.info/link?t=2k6kx",0
🔥Oferta exclusiva 10% OFF. Solo hoy: https://www.super.net/promo?t=1pfcldxa URGENTE,1
"El mensajero dijo que el paquete llega la próxima semana, ojalá sin problema.🙏",0
Te comparto el enlace del drive del proyecto: https://www.soporte.site/ver?t=efd3wg,0
Se aprobó tu solicitud. Envía tu número de documento para continuar,1
"Hola Luis, necesitamos confirmar tu información para completar el registro. Responde este mensaje. URGENTE",1
🎁Tu paquete está retenido. Confirma pago de $99.000 en https://secure.paqueteria.com/confirmar?t=zsspigj7,1
"Estoy en Santa Marta por trabajo, regreso el domingo.👍",0
Te comparto el enlace del drive del proyecto: https://m.drive.site/promo?t=7qh4i,0
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.empleo.net/detalle?t=2edsm33sm",0
Recuerda que mañana hay clase a las 8:00.,0
Se aprobó tu solicitud. Envía tu número de documento para continuar 🙏 Contacto: 344 681 3823. URGENTE,1
Recuerda que mañana hay clase a las 8:00.,0
Aquí está el link del curso para el miércoles: https://drive.info/link?t=o71ema1t1s,0
"Te envié un enlace, revísalo por favor: https://secure.drive.info/archivo?t=yr06y30 Contacto: 304 201 7243. URGENTE",1
Tu beneficio vence el viernes. Reclama $99.000 COP en https://app.tienda.site/pedido?t=ues2gxts,1
"Hola Sebastián, por favor confirma si recibiste el mensaje anterior",1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Te comparto el enlace del drive del proyecto: https://m.meet.org/login?t=xy9h3sk🙏,0
Se aprobó tu solicitud. Envía tu número de documento para continuar 😊,1
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? ⚠️,1
¿Sigues interesado en la oferta? Quedo atento. Contacto: 341 681 3045.,1
¿Puedes confirmar tu dirección en Bogotá para la entrega?,0
Último aviso: verifica tu cuenta en https://super.net/ver?t=fn0mwlvp 👍,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. Contacto: 381 143 5721.,1
"Voy en camino, llego en 15 minutos.",0
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
"Estoy en Cali por trabajo, regreso el domingo.",0
Aquí está el link del curso para el miércoles: https://app.drive.info/ver?t=lai2tggo,0
Tu beneficio vence el lunes. Reclama 59.000 COP en https://app.promo.com/curso?t=lz3wnw8u,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://m.meet.site/link?t=dmvzalo",0
💰Oferta exclusiva 50% OFF. Solo hoy: https://banco.co/archivo?t=oovwas9m53 Contacto: 346 547 2960.,1
Se aprobó tu solicitud. Envía tu número de documento para continuar 🎁,1
Alerta banco: intento de compra. Confirma en https://tienda.net/link?t=cqgfkp 🙏,1
Crédito preaprobado hasta $599.000. Responde SI para info,1
Alerta banco: intento de compra. Confirma en https://m.maps.net/ver?t=bkhjc52g ⚠️,1
¿Puedes revisar el documento y decirme si está listo para enviar?,0
"Hola Ana, ¿a qué hora nos vemos el viernes para la reunión?",0
"Hola Valentina, por favor confirma si recibiste el mensaje anterior 🔥",1
¿Viste la promo del supermercado? Hay 60% en algunos productos.,0
"Aprovecha 60% de descuento, si te interesa te paso detalles.",0
"Hola Sebastián, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
"Hola Sebastián, ¿a qué hora nos vemos hoy para la reunión?",0
Aquí está el link del curso para el lunes: https://www.meet.info/detalle?t=3mekhoaz2,0
😊Oferta exclusiva 35% OFF. Solo hoy: https://banco.com/invitacion?t=9yywvx,1
"Voy en camino, llego en 15 minutos.🙏",0
🙏FELICIDADES Andrés: bono de $249.000. Reclama en https://app.paqueteria.info/archivo?t=joxb8n4o2 Contacto: 338 821 6428.,1
"Hola Daniel, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'.,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. Contacto: 364 872 4065.,1
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
"Hola Diana, ¿a qué hora nos vemos este fin de semana para la reunión?",0
Alerta banco: intento de compra. Confirma en https://secure.soporte.com/login?t=ixdsjv9kle Contacto: 337 484 2206. URGENTE,1
"Hola Mateo, ¿a qué hora nos vemos esta tarde para la reunión?",0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 👍,1
"Hola Andrés, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
Te comparto el enlace del drive del proyecto: https://www.maps.info/confirmar?t=wxgm7mc,0
📦Oferta exclusiva 40% OFF. Solo hoy: https://secure.drive.org/promo?t=hzx6bxnnb Contacto: 309 210 6704.,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento. (ref 2625),0
"Hola Carlos, necesitamos confirmar tu información para completar el registro. Responde este mensaje. Contacto: 328 216 3290.",1
💳FELICIDADES María: bono de 129.000 COP. Reclama en https://www.docs.net/curso?t=pqzlp,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://secure.banco.site/promo?t=rt84tu",0
🎁FELICIDADES Juan: bono de 9.900 COP. Reclama en https://app.empleo.net/detalle?t=dkop24 Contacto: 396 422 9368. URGENTE,1
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
🙏Has ganado un premio en Medellín. Confirma datos en https://www.tienda.co/archivo?t=avwvqp8 Contacto: 302 792 6963.,1
Crédito preaprobado hasta $49.900. Responde SI para info 🎁,1
¿Sigues interesado en la oferta? Quedo atento.,0
Te comparto el enlace del drive del proyecto: https://secure.banco.co/login?t=obiwm,0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
📦Tu paquete está retenido. Confirma pago de 39.900 COP en https://m.promo.site/link?t=15rp688k,1
"Hola Andrés, por favor confirma si recibiste el mensaje anterior 🎁 (ref 4561)",0
Tu paquete está retenido. Confirma pago de $199.000 COP en https://app.docs.site/curso?t=dmkfuvu,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? Contacto: 326 370 3523.,1
Alerta banco: intento de compra. Confirma en https://app.banco.info/ver?t=r667hvle 💳,1
🙏Oferta exclusiva 70% OFF. Solo hoy: https://www.tienda.com/confirmar?t=l6878ze Contacto: 361 592 4486.,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://app.paqueteria.site/confirmar?t=697zhvzax",0
¿Viste la promo del supermercado? Hay 50% en algunos productos.,0
¿Viste la promo del supermercado? Hay 15% en algunos productos.,0
"Hola Carlos, a qué hora nos vemos el jueves para la reunión",0
¿Me puedes enviar el archivo que mencionaste? Gracias.,0
Aquí está el link del curso para el martes: https://docs.site/login?t=zdcik,0
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.😊,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 💳,1
Recuerda que mañana hay clase a las 8:00.👍,0
Puedes revisar el documento y decirme si está listo para enviar,0
"Hola Camila, por favor confirma si recibiste el mensaje anterior 💰",0
"La factura del internet ya quedó pagada, te mando el comprobante por https://www.universidad.net/confirmar?t=riuyt6rqa",0
"Te envié un enlace, revísalo por favor: https://m.docs.org/ver?t=n00izlb505",0
Se aprobó tu solicitud. Envía tu número de documento para continuar 🙏 URGENTE,1
"Hola Sofía, por favor confirma si recibiste el mensaje anterior Contacto: 335 325 4803.",1
"Estoy en Manizales por trabajo, regreso el domingo.😊",0
💳FELICIDADES Carlos: bono de $39.900 COP. Reclama en https://app.paqueteria.site/confirmar?t=i20vtr,1
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa?,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. URGENTE,1
"La factura del internet ya quedó pagada, te mando el comprobante por https://soporte.com/confirmar?t=w8pwk9",0
FELICIDADES Daniel: bono de $99.000 COP. Reclama en https://www.super.site/invitacion?t=h42xedzhu,1
Me llegó una alerta del banco; voy a llamar para confirmar y te cuento.,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? ✅,1
Alerta banco: intento de compra. Confirma en https://app.universidad.site/login?t=di250epz5 💰,1
"Hola Luis, ¿a qué hora nos vemos esta noche para la reunión?",0
"Hola Paula, necesitamos confirmar tu información para completar el registro. Responde este mensaje.",1
Te comparto el enlace del drive del proyecto: https://m.maps.site/curso?t=6ziysonldr (ref 3723),0
¿Puedes confirmar tu dirección en Cali para la entrega?,0
¿Sigues interesado en la oferta? Quedo atento.👍,0
Tenemos una oportunidad laboral con pago semanal. ¿Te interesa? 😊,1
Confirmación requerida para evitar el bloqueo de tu cuenta. Responde 'OK'. URGENTE,1
"Voy en camino, llego en 15 minutos.",0
"Hola Camila, ¿a qué hora nos vemos el lunes para la reunión?",0
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,1
"Aprovecha 60% de descuento, si te interesa te paso detalles.",0
🙏FELICIDADES Carlos: bono de 19.900 COP. Reclama en https://www.tienda.com/invitacion?t=ck5vcy,1
Último aviso: verifica tu cuenta en https://m.drive.org/login?t=tlvr995drx ⚠️ Contacto: 363 906 4407.,1
Necesitamos validar unos datos para continuar. ¿Puedes responder cuando puedas?,0
